path_idx,type,color,width,vx,vy
2,s,0.3922|0.7098|0.9647,2.142859935760498,398.7070,357.4180
2,s,0.3922|0.7098|0.9647,2.142859935760498,397.9688,357.3672
2,s,0.3922|0.7098|0.9647,2.142859935760498,397.2305,357.3164
2,s,0.3922|0.7098|0.9647,2.142859935760498,396.4922,357.2695
2,s,0.3922|0.7098|0.9647,2.142859935760498,395.7578,357.2266
2,s,0.3922|0.7098|0.9647,2.142859935760498,395.0234,357.1836
2,s,0.3922|0.7098|0.9647,2.142859935760498,394.2891,357.1445
2,s,0.3922|0.7098|0.9647,2.142859935760498,393.5547,357.1055
2,s,0.3922|0.7098|0.9647,2.142859935760498,392.8242,357.0703
2,s,0.3922|0.7098|0.9647,2.142859935760498,392.0938,357.0312
2,s,0.3922|0.7098|0.9647,2.142859935760498,391.3633,356.9961
2,s,0.3922|0.7098|0.9647,2.142859935760498,390.6328,356.9609
2,s,0.3922|0.7098|0.9647,2.142859935760498,389.9062,356.9258
2,s,0.3922|0.7098|0.9647,2.142859935760498,389.1797,356.8906
2,s,0.3922|0.7098|0.9647,2.142859935760498,388.4531,356.8516
2,s,0.3922|0.7098|0.9647,2.142859935760498,387.7266,356.8125
2,s,0.3922|0.7098|0.9647,2.142859935760498,387.0000,356.7695
2,s,0.3922|0.7098|0.9647,2.142859935760498,386.2773,356.7266
2,s,0.3922|0.7098|0.9647,2.142859935760498,385.5547,356.6797
2,s,0.3922|0.7098|0.9647,2.142859935760498,384.8320,356.6328
2,s,0.3922|0.7098|0.9647,2.142859935760498,384.1133,356.5781
2,s,0.3922|0.7098|0.9647,2.142859935760498,383.3945,356.5234
2,s,0.3922|0.7098|0.9647,2.142859935760498,382.6758,356.4609
2,s,0.3922|0.7098|0.9647,2.142859935760498,381.9570,356.3984
2,s,0.3922|0.7098|0.9647,2.142859935760498,381.2383,356.3281
